Gene Description,Gene Accession Number,39,call,40,call,41,call,42,call,43,call,44,call,45,call,46,call,47,call,48,call,49,call,50,call,51,call,52,call,53,call,54,call,55,call,56,call,57,call,58,call,59,call,60,call,61,call,62,call,63,call,64,call,65,call,66,call,67,call,68,call,69,call,70,call,71,call,72,call
Placenta (Diff33) mRNA,U49188_at,135,A,383,A,618,P,405,P,430,A,466,P,406,P,488,P,384,P,451,P,12,A,329,P,160,A,-25,A,298,P,590,P,112,P,79,A,410,P,-170,A,223,A,493,P,47,A,449,P,293,P,322,A,153,A,241,P,252,M,1638,P,757,P,280,P,313,P,393,P
Canalicular multispecific organic anion transporter (cMOAT); gene,U49248_at,190,A,202,A,109,A,74,A,110,A,23,A,93,A,17,A,155,A,264,A,143,A,27,A,156,P,139,A,47,A,15,A,2,A,30,A,43,A,-80,A,-50,A,22,A,86,A,247,A,98,A,151,A,306,A,143,P,227,A,183,A,-31,A,105,A,112,A,39,A
Putative cerebral cortex transcriptional regulator T-Brain-1 (Tbr-1) mRNA,U49250_at,212,A,301,A,53,A,167,A,55,A,100,A,197,A,5,A,-46,A,323,A,368,A,294,A,337,A,222,A,363,A,238,A,174,A,509,P,108,A,420,A,94,A,218,A,88,A,393,A,411,A,702,A,237,A,0,A,237,A,287,A,267,A,131,A,300,P,335,M
Mevalonate pyrophosphate decarboxylase (MPD) mRNA,U49260_at,168,A,-559,A,137,A,-201,A,-233,A,128,A,216,A,-92,A,239,A,-31,A,401,A,-153,A,-197,A,-120,A,239,A,160,A,89,A,72,A,45,A,219,A,338,A,307,A,-88,A,507,A,-38,A,485,A,62,A,23,A,68,A,161,A,130,A,-262,A,8,A,113,A
Putative DNA-binding protein mRNA; partial cds,U49278_at,400,P,161,A,-20,P,324,P,252,P,166,P,-172,A,294,P,298,P,589,P,453,A,-157,A,32,P,646,P,943,P,289,P,474,A,543,P,414,P,469,P,256,P,283,P,-86,A,722,P,1310,P,870,A,412,P,332,P,298,P,880,P,1431,P,207,P,-38,P,99,A
Liver 2;4-dienoyl-CoA reductase mRNA,U49352_at,164,A,364,P,209,P,-37,A,36,P,-7,A,393,A,-15,A,107,P,382,P,279,P,191,A,158,A,244,P,181,A,-21,A,102,A,260,A,90,A,268,P,-188,A,118,A,49,A,567,P,331,P,780,P,156,A,145,A,95,A,198,P,315,P,86,P,202,P,190,A
Diacylglycerol kinase epsilon DGK mRNA,U49379_at,50,A,-27,A,-29,A,-5,A,21,A,-106,A,-134,A,24,A,8,A,1,A,-98,A,7,A,-58,A,6,A,-56,A,-32,A,0,A,-15,A,-66,A,-30,A,-38,A,-90,A,54,A,-27,A,-49,A,16,A,-27,A,60,P,0,A,37,A,11,A,12,A,-28,A,-21,A
Ionotropic ATP receptor P2X5a mRNA,U49395_at,687,P,652,P,1313,P,1002,P,641,P,438,P,541,P,547,P,956,P,781,P,2582,P,407,P,623,P,144,P,888,P,810,P,571,P,736,P,387,P,497,A,457,P,659,P,747,P,1258,P,804,P,1862,P,304,P,571,P,1254,P,9158,P,1465,P,577,P,557,P,746,P
EIF5 Eukaryotic translation initiation factor 5 (eIF5),U49436_at,156,P,115,P,90,A,551,P,348,P,292,P,219,P,525,P,273,P,616,P,109,P,464,P,301,P,85,A,732,P,339,P,169,A,41,A,113,P,64,A,233,A,91,A,112,P,178,P,175,A,92,A,64,A,102,A,207,P,442,P,726,P,292,P,443,P,242,P
Rhodopsin gene,U49742_at,118,A,162,A,-18,A,-176,A,-648,A,1,A,-19,A,259,A,54,A,-210,A,-198,A,-154,A,267,A,-59,A,310,A,38,A,287,A,363,A,-135,A,98,A,282,A,225,A,-56,A,215,A,23,A,-132,A,-435,A,-67,A,103,A,175,A,20,A,40,A,-131,A,-65,A
DCT Dopachrome tautomerase (dopachrome delta-isomerase; tyrosine-related protein 2),U49785_at,639,P,992,P,676,P,459,P,548,P,624,P,685,P,392,P,598,P,1251,P,702,P,911,P,947,P,1174,P,1040,P,871,P,891,P,1032,P,770,P,967,P,533,P,986,P,626,P,1130,P,1009,P,973,P,917,P,606,P,731,P,1244,P,904,P,344,P,797,P,738,P
LIM protein MLP mRNA,U49837_at,680,A,421,A,344,P,264,A,605,P,197,A,249,A,304,A,292,A,544,A,272,A,500,A,293,A,484,A,992,A,548,A,257,A,401,A,277,A,571,P,287,A,123,A,166,A,303,A,624,A,539,A,313,A,306,P,491,A,84,A,345,A,382,A,447,A,438,A
Protein kinase ATR mRNA,U49844_at,190,P,221,A,259,P,157,P,96,A,-4,A,14,A,69,A,233,P,487,P,202,A,14,A,74,A,70,A,173,P,40,A,137,P,33,A,47,A,80,A,-2,A,109,A,119,P,345,P,146,A,767,P,-10,A,84,A,107,A,501,P,242,A,136,A,121,A,170,A
Transcriptional activator mRNA,U49857_at,301,A,203,A,114,A,161,A,120,A,194,A,15,A,220,A,195,A,229,A,685,A,115,A,191,A,180,A,378,A,221,A,399,A,211,A,159,A,355,A,203,A,30,A,173,A,356,A,232,A,330,A,121,A,160,A,288,A,162,A,249,A,71,A,276,A,350,A
Ubiquitin gene,U49869_rna1_at,14551,P,14339,P,15311,P,23350,P,22926,P,16798,P,8897,P,15172,P,13367,P,21604,P,12139,P,10688,P,15775,P,14530,P,18122,P,11651,P,6730,P,7413,P,6157,P,7007,P,9966,P,13746,P,15412,P,10186,P,9753,P,13226,P,9357,P,17243,P,18182,P,10095,P,16717,P,12372,P,11727,P,16707,P
TAK1 binding protein 1 (TAB1) mRNA,U49928_at,-67,A,-241,A,56,A,-149,A,-122,A,-72,A,-131,A,36,A,239,A,80,A,91,A,-87,A,-4,A,-161,A,57,A,173,A,-59,A,54,A,-80,A,-74,A,-139,A,-101,A,-65,A,-13,A,42,A,24,A,7,A,-67,A,-20,A,-117,A,2,A,-123,A,21,A,-50,A
ORF1; MER37; putative transposase similar to pogo element from  Human Tigger1 transposable element; complete consensus sequence./ntype=DNA /annot=CDS,U49973_xpt1_at,1670,P,1500,P,494,P,908,P,675,P,687,P,432,P,818,P,561,P,751,P,1978,P,802,P,1082,P,76,P,1118,P,838,P,549,P,1179,P,603,P,1245,P,587,P,1075,P,1228,P,1390,P,703,P,2263,P,597,P,169,P,686,P,510,P,865,P,315,P,1156,P,1298,P
ORF2: function unknown from  Human Tigger1 transposable element; complete consensus sequence./ntype=DNA /annot=CDS,U49973_xpt2_at,-222,A,146,A,-9,A,-22,A,-48,A,-152,A,-466,A,-119,A,-113,A,-77,A,-58,A,-106,A,-82,A,56,A,87,A,-102,A,-34,A,-159,A,-37,A,-52,A,-66,A,41,A,-15,A,25,A,-68,A,-92,A,-92,A,63,A,-39,A,-26,A,-121,A,-58,A,-26,A,73,A
Cell death protein (RIP) mRNA; partial cds,U50062_at,374,A,210,A,200,P,338,P,165,A,163,A,389,A,153,A,113,A,280,P,370,A,437,P,424,P,126,A,418,A,124,A,244,M,481,P,182,A,389,M,114,A,304,P,426,P,373,A,338,A,661,P,305,A,310,P,192,A,269,P,317,M,86,A,246,P,370,P
Guanine nucleotide exchange factor p532 mRNA,U50078_at,84,A,286,A,272,P,258,P,254,P,131,P,200,P,215,P,184,A,267,P,18,A,169,P,231,M,-11,A,650,P,394,P,-12,A,131,A,21,A,-55,A,5,A,107,A,173,M,162,A,162,A,214,A,148,A,178,P,342,P,614,P,379,P,210,P,294,P,261,P
Leukotriene C4 synthase (LTC4S) gene,U50136_rna1_at,1122,A,1016,A,428,A,64,A,646,A,188,A,470,A,591,A,1141,A,769,A,1390,A,2442,A,2335,A,541,A,3568,P,1083,A,861,A,973,A,721,A,2392,A,571,A,723,A,1023,A,1030,A,2502,A,3190,A,2349,A,775,A,993,A,1049,A,1496,A,682,A,931,A,1029,A
Neuropeptide y2 receptor mRNA,U50146_at,-154,A,-229,A,-217,A,-80,A,-201,A,-216,A,-341,A,-238,A,-46,A,-309,A,-792,A,-529,A,-372,A,-345,A,-58,A,-26,A,-501,A,-79,A,-239,A,-343,A,12,A,-277,A,-203,A,-192,A,-381,A,-414,A,-366,A,-186,A,-144,A,-113,A,-90,A,-116,A,-260,A,-162,A
EZH1 Enhancer of zeste (Drosophila) homolog 1,U50315_at,675,A,137,A,151,A,1183,A,490,A,41,A,236,A,76,A,247,A,344,A,153,A,41,A,619,A,532,A,730,A,505,A,514,A,790,A,475,A,1755,A,218,A,69,A,585,A,671,A,615,A,574,A,194,A,128,A,397,A,773,A,843,P,249,A,339,A,443,A
BMP1 Bone morphogenetic protein 1,U50330_at,-347,A,-2,A,34,A,-331,A,-331,A,-136,A,-23,A,-80,A,-115,A,-244,A,-451,A,-154,A,-54,A,-229,A,-12,A,-12,A,-89,A,-162,A,-186,A,-231,A,-170,A,-14,A,23,A,141,A,-56,A,227,A,-239,A,-73,A,-155,A,-146,A,-114,A,-40,A,-116,A,-106,A
Retinoic acid-responsive protein (NN8-4AG) mRNA,U50383_at,-214,A,-121,A,-120,A,121,A,-894,A,-234,A,-451,A,-36,A,157,A,-90,A,-263,A,-39,A,-327,A,-32,A,-155,A,162,A,-199,A,-236,A,-212,A,-231,A,-292,A,-317,A,-32,A,180,A,-121,A,-143,A,58,A,-36,A,24,A,-133,A,-110,A,-190,A,38,A,-42,A
BRCA2 region; mRNA sequence CG037,U50523_at,1013,P,2326,P,2298,P,1179,P,1035,P,1366,P,1275,P,983,P,1763,P,1875,P,1483,P,2965,P,2518,P,5878,P,4369,P,2604,P,978,P,973,P,1497,P,1032,P,1296,P,2203,P,2180,P,4186,P,2499,P,3299,P,1640,P,1814,P,2727,P,3181,P,2174,P,2065,P,1701,P,2031,P
BRCA2 region; mRNA sequence CG030,U50531_at,94,A,39,A,50,A,19,A,120,A,29,A,55,A,46,A,14,A,120,A,9,A,82,A,108,A,97,A,267,A,392,P,112,M,164,A,159,A,324,A,58,A,53,A,205,P,173,A,190,A,374,A,66,A,58,A,-4,A,178,A,178,A,63,A,64,A,105,A
BRCA2 region; mRNA sequence CG003,U50534_at,-43,A,23,A,9,A,-51,A,-2,A,-59,A,-116,A,-4,A,111,P,22,A,0,A,45,A,46,M,9,A,163,P,15,A,0,A,-56,A,17,A,52,A,-20,A,28,A,32,M,101,P,84,P,287,P,-3,A,-6,A,9,A,-11,A,13,A,4,A,33,A,18,A
BRCA2 region; mRNA sequence CG005,U50535_at,760,P,1155,P,297,P,493,P,627,P,296,P,218,A,373,P,504,P,920,P,561,P,690,P,551,P,331,A,976,P,503,P,309,P,852,P,265,A,602,P,526,P,388,P,407,P,1232,P,858,P,1946,P,760,P,304,P,614,P,214,P,479,P,399,P,669,P,890,P
Helicase like protein 2 mRNA,U50553_at,323,P,193,A,180,P,851,P,264,P,345,P,376,P,668,P,512,P,305,P,168,P,239,P,780,P,3,A,441,P,135,P,94,A,187,P,49,A,80,A,238,P,74,A,264,P,199,P,93,P,249,P,264,P,191,P,554,P,658,P,1548,P,219,P,436,P,457,P
BCKDHB Branched chain keto acid dehydrogenase E1; beta polypeptide (maple syrup urine disease),U50708_at,-55,A,-84,A,34,A,-47,A,-19,A,44,A,-7,A,-11,A,-88,A,-6,A,-81,A,-74,A,-14,A,4,A,-72,A,-3,A,-24,A,-61,A,-31,A,9,A,-10,A,-55,A,4,A,-99,A,-71,A,-322,A,-79,A,36,A,-44,A,20,A,13,A,-21,A,-11,A,-82,A
Dynamitin mRNA,U50733_at,366,P,812,P,718,P,680,P,420,P,591,P,575,P,437,P,252,P,687,P,504,P,187,P,160,P,1204,P,428,P,724,P,379,P,396,P,288,P,204,A,584,P,485,P,856,P,646,P,617,P,572,P,485,P,617,P,704,P,1111,P,1191,P,626,P,476,P,750,P
Na;K-ATPase gamma subunit mRNA,U50743_at,480,A,794,A,255,A,42,A,362,A,630,A,505,A,226,A,504,A,0,A,-15,A,116,A,285,A,-68,A,175,A,190,A,84,A,321,A,231,A,259,M,297,A,139,A,-54,A,85,A,6,A,319,A,255,A,-56,A,-8,A,251,A,25,A,261,A,-22,A,34,A
G16 protein (g16) mRNA; partial cds,U50839_at,265,P,210,A,294,P,64,A,93,A,203,P,242,A,228,A,199,A,127,P,236,A,182,A,199,A,52,A,354,P,40,A,99,A,126,A,102,A,151,A,264,P,182,P,80,A,118,M,152,M,273,P,256,P,21,A,162,A,295,P,616,P,148,P,189,P,185,P
PKD2 Autosomal dominant polycystic kidney disease type II,U50928_at,354,P,506,P,264,A,178,A,237,P,117,A,26,A,144,M,346,A,746,P,374,P,40,A,38,A,6,A,312,A,194,P,167,A,396,A,1,A,225,P,175,A,93,A,84,A,37,A,115,A,897,P,33,A,13,A,83,A,117,A,327,A,83,A,114,A,465,P
Betaine:homocysteine methyltransferase mRNA,U50929_at,-91,A,-4,A,-40,A,76,A,-124,A,-96,A,-172,A,54,A,-71,A,152,A,-205,A,-11,A,-4,A,-137,A,-171,A,-68,A,157,A,-218,A,-78,A,-414,A,-134,A,-26,A,-134,A,50,A,-134,A,18,A,3,A,-4,A,-149,A,25,A,-42,A,-1,A,-127,A,-121,A
Amyloid precursor protein-binding protein 1 mRNA,U50939_at,308,P,177,P,441,P,425,P,480,P,372,P,519,P,324,P,287,P,686,P,391,P,221,P,233,P,83,A,732,P,338,P,282,P,154,P,102,A,24,A,91,A,268,P,110,A,125,A,117,A,276,P,133,P,421,P,331,P,535,P,780,P,343,P,523,P,717,P
Infant brain unknown product mRNA,U50950_at,-26,A,143,P,125,P,142,P,209,P,85,A,136,P,128,P,121,P,353,P,111,M,131,P,154,P,82,P,126,P,138,P,62,A,167,P,47,A,12,A,88,A,107,P,119,A,183,P,61,A,287,P,108,A,73,P,51,A,222,P,154,P,72,A,60,A,110,P
Putative protein kinase C inhibitor (PKCI-1) mRNA,U51004_at,721,P,3068,P,1554,P,2079,P,1360,P,1534,P,1809,P,1569,P,2578,P,5165,P,1213,P,7557,P,4948,P,4864,P,4589,P,2408,P,1348,P,945,P,3335,P,986,A,1034,P,1476,P,1159,P,1726,P,1816,P,2366,P,3540,P,4064,P,3459,P,3476,P,3901,P,1321,P,2108,P,2815,P
CDX1 Caudal type homeo box transcription factor 1,U51095_at,140,A,-253,A,39,A,60,A,72,A,13,A,-15,A,4,A,52,A,38,A,4,A,42,A,56,A,101,A,116,A,51,A,42,A,-12,A,92,A,170,A,-25,A,85,A,-121,A,50,A,74,A,-187,A,42,A,39,A,44,A,-37,A,14,A,-27,A,60,A,-6,A
Homeobox protein Cdx2 mRNA,U51096_at,98,A,120,A,147,A,82,A,-24,A,28,A,26,A,41,A,138,A,97,A,112,A,181,A,-24,A,114,A,85,A,-60,A,59,A,121,A,135,A,34,A,43,A,71,A,231,A,282,A,115,A,97,A,15,A,36,A,42,A,80,A,95,A,46,A,147,A,111,A
IRF5 Interferon regulatory factor 5,U51127_at,1530,A,740,M,594,A,894,P,730,A,807,A,714,P,658,M,945,A,1767,P,3575,P,1616,P,1609,M,1127,A,1921,P,2202,P,1085,P,1138,A,1283,P,2157,P,742,P,1387,P,2043,A,2766,P,2519,P,2724,P,834,P,1114,P,767,M,587,M,1277,M,925,P,945,P,1521,P
G/T mismatch-specific thymine DNA glycosylase mRNA,U51166_at,113,A,65,A,214,P,73,A,112,A,166,A,49,A,77,P,239,A,190,P,62,A,39,A,58,A,9,A,278,P,333,P,102,A,100,A,51,A,213,P,10,A,106,A,95,A,-48,A,46,A,-10,A,29,A,63,A,320,P,278,P,456,P,49,A,112,A,105,A
COP9 homolog (HCOP9) mRNA,U51205_at,50,A,229,A,78,A,70,A,139,A,62,A,-38,A,96,P,-56,A,83,P,45,A,62,A,16,A,21,A,255,M,191,A,-104,A,-18,A,11,A,-55,A,-5,A,-39,A,-4,A,32,A,-25,A,89,A,100,P,80,P,58,A,244,P,298,P,43,A,124,P,189,P
KIAA0085 gene; partial cds,U51240_at,11027,P,3004,P,6092,P,10820,P,7117,P,9766,P,11375,P,6753,P,6392,P,7528,P,3665,P,5420,P,2799,P,4780,P,4158,P,2023,P,3869,P,4568,P,2030,P,3214,P,4743,P,1839,P,1094,P,5708,P,5216,P,1927,P,3220,P,1525,P,5736,P,9475,P,11724,P,2854,P,10066,P,11334,P
CMKBR3 Chemokine (C-C) receptor 3,U51241_at,176,P,412,P,173,P,290,P,201,A,75,A,103,A,121,A,229,A,161,A,183,A,220,A,130,A,185,P,226,P,260,P,152,A,278,A,169,A,476,P,122,A,144,A,175,A,296,M,260,A,593,A,206,A,73,A,133,A,145,P,106,P,232,P,189,P,138,A
Armadillo repeat protein mRNA,U51269_at,760,A,491,A,272,A,470,A,201,A,358,A,304,A,278,A,626,A,415,A,119,A,362,A,331,A,660,A,850,A,462,A,314,A,793,A,292,A,744,A,393,A,258,A,435,A,472,A,324,A,1008,A,435,A,262,A,292,A,534,A,239,A,63,A,520,A,653,A
Putative RNA binding protein (RBP56) mRNA,U51334_at,1062,P,753,P,773,P,836,P,634,P,744,P,663,P,678,P,743,P,1004,P,1524,P,823,P,782,P,961,P,1304,P,717,A,601,P,1205,P,534,M,967,P,831,P,693,P,1079,P,949,P,914,P,1504,P,678,P,371,P,388,P,819,P,1021,P,561,P,597,P,891,P
Inositol 1;3;4-trisphosphate 5/6-kinase mRNA,U51336_at,1035,P,692,M,1097,P,1560,P,901,P,984,P,643,P,695,P,806,P,1469,P,1416,P,1974,P,856,P,2730,P,1734,P,1474,P,654,M,793,M,717,P,1183,P,1423,P,796,P,1042,P,2706,P,2753,P,1756,P,777,P,878,P,799,P,1611,P,1129,P,611,P,968,P,1113,P
Nuclear protein Skip mRNA,U51432_at,86,A,439,A,468,P,826,P,379,P,329,P,394,P,222,A,123,A,752,P,327,A,394,A,285,A,99,A,539,P,247,P,0,A,18,A,-41,A,-442,A,149,A,347,A,390,A,600,M,105,P,848,A,121,A,291,P,354,A,1260,P,601,P,-9,P,216,P,567,P
Diacylglycerol kinase zeta mRNA,U51477_at,605,P,816,P,560,P,396,A,718,P,730,P,844,P,482,P,880,P,445,P,749,P,563,P,356,A,904,P,698,P,988,P,436,A,406,A,1051,P,562,A,932,P,1218,P,1343,P,2110,P,1693,P,3364,P,1135,P,517,P,645,P,1135,P,1185,P,380,P,1073,P,714,P
Sodium/potassium-transporting ATPase beta-3 subunit mRNA,U51478_at,1733,P,1190,P,3047,P,2242,P,1370,P,2827,P,1360,P,1462,P,1933,P,3024,P,2085,P,1529,P,2009,P,2306,P,2209,P,2020,P,1442,P,2829,P,1155,P,1044,P,1954,P,1876,P,2557,P,2029,P,2868,P,2152,P,2494,P,2329,P,1611,P,3491,P,2083,P,1376,P,1365,P,3827,P
Cosmid N79E2,U51561_at,50,A,89,P,9,A,53,A,60,A,10,A,-34,A,41,A,-4,A,14,A,-29,A,65,A,-28,A,41,A,56,A,-35,A,-67,A,18,A,78,A,-117,A,-22,A,-19,A,84,A,-20,A,-9,A,84,A,58,A,-47,A,83,A,8,A,55,A,26,A,11,A,13,A
Siah binding protein 1 (SiahBP1) mRNA; partial cds,U51586_at,1006,P,-298,A,602,P,626,P,110,A,1027,P,596,P,804,P,268,A,215,P,569,A,245,A,112,A,-5,A,-137,M,455,P,124,P,272,A,88,M,287,A,-40,P,299,A,546,P,-60,A,67,P,-485,A,-199,P,710,P,738,P,1319,P,1617,P,-38,P,544,P,1039,P
Golgi complex autoantigen golgin-97 mRNA,U51587_at,299,A,8,P,242,M,19,A,274,A,-103,A,10,A,72,A,178,A,169,A,232,A,121,A,8,A,218,A,123,A,452,A,224,A,672,P,210,P,324,A,165,M,-58,A,253,A,176,P,38,M,984,P,161,A,-121,A,196,P,-18,P,118,A,-7,A,173,P,233,M
Small acidic protein mRNA,U51678_at,427,P,360,P,917,P,720,P,798,P,971,P,819,P,568,P,912,P,1510,P,423,A,599,P,430,P,218,P,494,P,640,P,242,P,496,P,292,P,191,A,399,P,385,P,238,P,942,P,564,P,558,P,499,P,947,P,699,P,1881,P,2364,P,512,P,488,P,543,P
DESMOCOLLIN 2A/BB PRECURSOR,U51711_at,-74,A,51,A,1,A,-62,A,132,P,53,A,-91,A,11,A,149,P,-61,A,-25,A,44,A,40,A,26,A,-22,A,157,A,-7,A,-90,A,-33,A,27,A,17,A,72,A,47,P,-11,A,109,A,111,A,74,A,-28,A,-17,A,-25,A,-37,A,-32,A,-65,A,-15,A
RasGAP-related protein (IQGAP2) mRNA,U51903_at,313,P,821,P,604,P,463,P,283,P,102,A,612,P,306,P,922,P,1344,P,424,A,690,P,494,P,552,P,395,P,481,P,544,P,515,P,286,A,680,A,472,P,255,A,518,P,975,P,1170,P,1962,P,669,P,193,A,1008,P,1244,P,794,P,193,A,263,P,353,P
SRP54 Signal recognition particle 54 kD protein,U51920_at,36,A,269,P,248,P,107,P,165,P,115,A,77,A,206,P,191,P,650,P,142,A,171,P,84,A,128,P,355,P,210,A,177,P,172,A,102,M,58,A,122,A,187,P,56,A,213,P,302,P,409,P,109,A,63,A,211,P,235,P,298,P,99,A,144,P,169,A
HPrp18 mRNA,U51990_at,289,P,190,A,203,A,420,P,276,A,179,A,281,P,137,A,229,P,560,P,182,A,192,A,168,P,129,A,371,A,45,A,117,A,211,A,13,A,200,A,226,A,134,A,132,A,240,A,217,A,124,A,197,A,193,A,369,A,396,P,620,P,163,A,360,A,606,P
XMP mRNA,U52100_at,111,A,332,P,64,A,11,A,43,A,-17,A,-82,A,21,A,65,A,81,A,61,A,45,A,6,A,11,A,167,A,113,A,67,A,97,A,13,A,117,A,116,M,41,A,62,A,217,A,6,A,100,A,71,A,63,A,64,A,58,A,72,A,21,A,149,A,235,A
YMP mRNA,U52101_at,306,A,3326,P,2265,P,4713,P,228,A,-19,A,1662,P,2028,P,1420,P,2887,P,4095,P,6410,P,4801,P,11667,P,12054,P,7442,P,2224,P,983,A,1116,P,5925,P,1964,P,1779,P,8314,P,7450,P,11557,P,4207,P,3900,P,3807,P,6325,P,6833,P,10384,P,2139,P,3589,P,6044,P
ALD gene (adrenoleukodystrophy protein) extracted from Human Xq28 genomic DNA in the region of the ALD locus containing the genes for creatine transporter (SLC6A8); CDM; adrenoleukodystrophy (ALD); Na+-isocitrate dehydrogenase gamma subunit (IDH); and translocon-associated protein delta (TRAP) genes; plexin related protein (PLEXR) and serine kinase (SK) genes; partial cds; Xq28lu1 gene and cytochrome C (CCp) pseudogene,U52111_rna3_at,-200,A,-1138,A,151,A,311,A,317,A,-74,A,210,A,161,A,52,A,0,A,-245,A,208,A,388,A,225,A,-66,A,4,A,137,A,-25,A,-41,A,228,A,5,A,249,A,405,A,185,A,-77,A,-211,A,-40,A,30,A,28,A,218,A,408,A,63,A,39,A,62,A
PLEXR gene (plexin related protein) extracted from Human Xq28 genomic DNA in the region of the ALD locus containing the genes for creatine transporter (SLC6A8); CDM; adrenoleukodystrophy (ALD); Na+-isocitrate dehydrogenase gamma subunit (IDH); and translocon-associated protein delta (TRAP) genes; plexin related protein (PLEXR) and serine kinase (SK) genes; partial cds; Xq28lu1 gene and cytochrome C (CCp) pseudogene,U52111_rna4_at,-736,A,-1261,A,-773,A,-1301,A,-1206,A,-818,A,-1026,A,-612,A,-714,A,-1385,A,-1846,A,-1627,A,-1546,A,-936,A,-1608,A,-848,A,-738,A,-767,A,-683,A,-1041,A,-610,A,-796,A,-1083,A,-1343,A,-1524,A,-1908,A,-1086,A,-762,A,-674,A,-1090,A,-581,A,-976,A,-951,A,-1006,A
L1CAM gene (neural cell adhesion molecule L1) extracted from Human Xq28 genomic DNA in the region of the L1CAM locus containing the genes for neural cell adhesion molecule L1 (L1CAM); arginine-vasopressin receptor (AVPR2); C1 p115 (C1); ARD1 N-acetyltransferase related protein (TE2); renin-binding protein (RbP); host cell factor 1 (HCF1); and interleukin-1 receptor-associated kinase (IRAK) genes; and Xq28lu2 gene,U52112_rna1_at,1257,A,1475,M,546,A,1371,A,836,A,490,A,740,A,823,A,729,A,1338,A,1991,A,1418,A,1210,A,1103,P,1356,M,1052,A,1051,A,1354,M,695,P,584,A,818,P,739,M,1172,A,1770,P,2124,P,1870,A,1192,A,434,A,703,P,1099,A,1000,P,771,M,1228,P,730,A
RbP gene (renin-binding protein) extracted from Human Xq28 genomic DNA in the region of the L1CAM locus containing the genes for neural cell adhesion molecule L1 (L1CAM); arginine-vasopressin receptor (AVPR2); C1 p115 (C1); ARD1 N-acetyltransferase related protein (TE2); renin-binding protein (RbP); host cell factor 1 (HCF1); and interleukin-1 receptor-associated kinase (IRAK) genes; and Xq28lu2 gene,U52112_rna5_at,902,M,907,A,577,A,779,P,721,P,630,P,636,P,553,P,664,A,1156,P,1470,A,1164,P,1084,A,1000,P,1525,P,868,P,609,M,1006,P,746,P,1211,A,424,P,905,P,1192,P,1350,P,1563,P,1610,P,953,A,408,A,734,P,1367,P,778,A,649,P,846,P,967,P
Inwardly rectifying potassium channel Kir3.3 mRNA,U52152_at,-280,A,-162,A,-292,A,-190,A,-137,A,-97,A,-217,A,-220,A,-102,A,-133,A,-609,A,-451,A,-249,A,-88,A,-212,A,-196,A,-182,A,-59,A,-159,A,-408,A,-172,A,-199,A,-249,A,-162,A,-231,A,-561,A,-193,A,-154,A,-216,A,-169,A,-239,A,-202,A,-153,A,-237,A
Inwardly rectifying potassium channel Kir3.2 mRNA,U52153_at,-137,A,8,A,-12,A,69,A,134,A,-114,A,1,A,-23,A,2,A,51,A,28,A,13,A,74,A,65,A,78,A,-99,A,19,A,0,A,-37,A,6,A,17,A,-65,A,32,A,-2,A,26,A,92,A,-23,A,-28,A,-89,A,7,A,26,A,-1,A,-50,A,63,A
Clone KGP G-protein coupled inwardly rectifying potassium channel mRNA,U52154_at,86,A,152,A,144,A,0,A,-81,A,-32,A,-41,A,-7,A,98,A,34,A,341,A,13,A,52,A,70,A,237,A,102,A,57,A,110,A,125,A,340,P,83,A,55,A,65,A,-23,A,-8,A,433,M,171,A,41,A,99,A,24,A,32,A,60,A,91,A,145,A
Inward rectifier potassium channel Kir1.2 (Kir1.2) mRNA; partial cds,U52155_at,45,A,8,A,9,A,80,A,-40,A,-45,A,-30,A,43,A,6,A,-17,A,75,A,34,A,38,A,-70,A,4,A,-4,A,4,A,187,A,-21,A,-34,A,111,A,7,A,28,A,-16,A,12,A,27,A,-44,A,-23,A,-17,A,28,A,-14,A,-9,A,-18,A,17,A
GOK (STIM1) mRNA,U52426_at,625,A,527,A,593,P,481,P,401,M,453,A,576,P,412,P,281,A,472,P,1426,A,933,M,667,A,260,A,640,A,894,P,431,A,651,P,241,A,791,A,841,P,141,A,931,A,523,M,599,A,818,M,316,A,73,A,455,P,785,P,790,P,303,A,493,P,441,P
RNA polymerase II seventh subunit (rpb-7) gene,U52427_rna1_at,1305,P,762,P,1199,P,691,P,581,P,1767,P,1399,P,955,P,1080,P,2078,P,839,P,816,P,716,P,1066,P,964,P,955,P,843,P,509,M,467,P,411,P,937,P,720,P,567,P,1040,P,800,P,748,P,958,P,751,P,701,P,2066,P,2052,P,858,P,564,P,841,P
RIG-G mRNA,U52513_at,422,A,300,A,-111,A,425,A,173,A,131,P,117,A,153,A,439,A,363,A,574,A,57,A,98,A,123,A,162,A,213,A,72,A,594,A,298,A,358,A,78,A,52,A,325,A,326,M,258,A,805,A,396,A,173,A,70,A,138,A,363,A,199,A,79,A,341,A
Grb2-related adaptor protein (Grap) mRNA,U52518_at,294,A,938,A,-106,A,-214,A,4,A,177,M,51,A,228,A,-14,A,-159,A,-598,A,-236,A,-142,A,-149,A,-275,A,-29,A,-252,A,-115,A,-117,A,-472,A,-391,A,-643,A,-515,A,-356,A,-648,A,577,A,-243,A,-45,A,6,A,-623,A,-54,A,26,A,-91,A,-55,A
